radius_bin,t_local,Rel_i_calc_mean,correlation_deficit,incoming_pair_support,delta_t_pair,t_corrected
2,5.091159043384437,0.9484488059413904,0.05155119405860964,0.0,0.0,5.091159043384437
3,4.906351288918245,0.8833746094114582,0.11662539058854182,0.15899233739180108,0.0909762319503528,4.815375056967892
5,17.38856202716795,0.6641570933585301,0.3358429066414699,0.05588230166910839,0.3263428742767661,17.062219152891185
6,30.90561294896281,0.693561558023094,0.30643844197690595,0.08341645032626382,0.7900094968037183,30.11560345215909
