radius_bin,step,n_baseline,visible_fraction,top1_name,top2_name,top1_prob,top2_prob,dual_branch_coherence,coherence_climb,internal_inconsistency,interpolation_trigger,effective_lag,interpolated_event,structural_admissibility,collapse_prob,readout_score
3,21,1.681130342746636,0.9177479666825354,curv_def@3,def_slope@0,0.7331173913572021,0.19747251887561607,0.6988583912712651,0.35084401153758,0.58002272370166,0.5127623839656628,2.4221304735804576,23.42213047358046,0.07325783794793234,0.09976156442778973,0.24020506529136973
3,22,1.7214797329475886,0.939775152720534,curv_def@3,def_slope@0,0.49899681647276894,0.4505797255080505,0.6799188384601573,0.0,0.565119231521531,0.0,1.5727975043890434,23.572797504389044,0.07026195756134429,0.0,0.0
3,23,1.755085974864549,0.9581211782504414,curv_def@3,def_slope@0,0.4692609431188049,0.37423628196857445,0.5603116018844713,0.0,0.5610376605574292,0.0,1.6670214402666943,24.667021440266694,0.06599712997875716,0.0,0.0
3,24,1.7826701657996058,0.9731796984017528,traj_flux@3,curv_def@3,0.38045467566492575,0.3568523988817522,0.4726863452364651,0.0,0.20082263828955693,0.0,2.9999999999955245,26.999999999995524,0.09038401713543935,0.0,0.0
3,25,1.8050171869900584,0.9853791886717588,traj_flux@3,curv_def@3,0.3830003083733926,0.3705322926370744,0.4844002832421785,0.1675395602637992,0.20043680274456885,0.058649879419455986,2.999999999995624,27.999999999995623,0.08656512905537415,0.013483514302179268,0.03434576322176495
3,26,1.822904121074746,0.995143867215117,traj_flux@3,curv_def@3,0.40571554252798886,0.3956760722530332,0.5219951649186368,0.34323290795239186,0.20033826007338876,0.1294157683532308,2.999999999995886,28.999999999995886,0.08352628181107377,0.028708026602381465,0.07370427259823156
3,27,1.837056518855951,1.0,curv_def@3,traj_flux@3,0.65007104500828,0.185308456719994,0.585417676033252,0.9674569552756549,0.21271536466305285,0.4343744185228685,2.9999999999959197,29.99999999999592,0.07795153648091724,0.08992530431353282,0.23177240097653404
3,28,1.8481353609611344,1.0,curv_def@3,traj_flux@2,0.8841716892598606,0.06853450830101665,0.8067288748724987,1.0,0.3426859650583808,0.9967627901626053,2.944121663499352,30.944121663499352,0.06868491910835588,0.18182190511674864,0.4686255978862956
3,29,1.8567517663925857,1.0,curv_def@3,traj_flux@0,0.9041488565427009,0.08708248277984375,0.8797291783705663,0.0,0.5778764434503725,0.0,2.7936443306474024,31.793644330647403,0.05200604793413351,0.0,0.0
3,30,1.863484656021836,1.0,curv_def@3,traj_flux@1,0.6568443442982533,0.33164786484086156,0.7675385672249082,0.0,0.4509147841311081,0.0,2.3782513950185464,32.378251395018545,0.05704848294251662,0.0,0.0
3,31,1.8688374291515504,1.0,traj_flux@1,curv_def@3,0.8782886601595102,0.10556659478014406,0.8488759905138703,0.7163414162748051,0.4561081065088052,1.0,1.1904536744142913,32.19045367441429,0.051673152740958975,0.13723280989096423,0.35370219855234275
3,32,1.8731111476806448,1.0,traj_flux@0,traj_flux@1,0.9903240363441894,0.007947909296437208,0.9783660856351856,0.4065872247149952,0.11719449893645809,0.16808549691434838,0.007961667490642753,32.00796166749064,0.07218852384578905,0.03222488671855549,0.08305603659583553
3,33,1.8763393580577807,1.0,traj_flux@0,traj_flux@1,0.987454918465798,0.00789570486462832,0.9685392874508998,0.0,0.11719674448928911,0.0,0.007932586446975877,33.00793258644698,0.08503950672339844,0.0,0.0
3,34,1.878412246877999,1.0,traj_flux@0,pair_tail@3,0.9181512395520949,0.04337115758376112,0.8456343120386232,0.0,0.5857259922157467,0.0,0.11329551425021683,34.11329551425022,0.052633823965747645,0.0,0.0
3,35,1.879262825807802,1.0,pair_tail@3,traj_flux@0,0.7885459498191079,0.11204645148463939,0.6959977715128121,0.0,0.5767702428474926,0.0,2.6597554960278504,37.65975549602785,0.05054252864320571,0.0,0.0
3,36,1.8789517201465784,1.0,pair_tail@3,pair_upstream@3,0.7174885123829186,0.2718918986627431,0.7855087573176726,0.2350177315838717,0.21809805943644647,0.14516815594973861,2.999999999996521,38.99999999999652,0.0735432132676073,0.02835351831617957,0.07307801810000794
3,37,1.8776479946381737,1.0,pair_upstream@3,pair_tail@3,0.616495698480165,0.37394552344013654,0.7651661931711691,0.018331165964226515,0.2069046443799379,0.010463669163012283,2.999999999996651,39.99999999999665,0.07840224666095966,0.0021787404845207475,0.005615459597907168
3,38,1.8755739508509588,1.0,pair_upstream@3,pair_tail@3,0.728121872543021,0.26207308290695225,0.7909038303121988,0.2942065155178418,0.21373335838784985,0.17931481501856433,2.999999999996626,40.999999999996625,0.07810367318382426,0.03719466292766502,0.09586507820091388
3,39,1.8729575539427628,1.0,pair_upstream@3,pair_tail@3,0.8635896209759794,0.12667498135150623,0.8517545547506514,0.5661302857033305,0.2255410378870322,0.3921248135464841,2.9999999999965947,41.9999999999966,0.07789796388009049,0.08112289243953953,0.20908517016876735
3,40,1.8700039318087456,1.0,pair_upstream@3,pair_tail@3,0.9820812978674112,0.009545852599341622,0.9575224852161989,0.46269478551524135,0.26152348279287274,0.41775549865639044,2.9999999999965277,42.999999999996525,0.07656286004859837,0.08494411952286732,0.2189339550301621
3,41,1.86688293606176,1.0,pair_upstream@3,pair_upstream@2,0.9953264523553365,0.003679417121971585,0.9879309521992835,0.12868250211053966,0.1391453068189337,0.06377971131535747,2.996316921413896,43.99631692141389,0.0819498541857558,0.01388109511538866,0.03577696809187339
3,42,1.86372683071838,1.0,pair_upstream@3,traj_flux@3,0.9989568908282405,4.535257268519773e-05,0.9953952257368764,0.0,0.3127386757822752,0.0,2.9999999999953832,44.99999999999538,0.04655783653705962,0.0,0.0
3,43,1.860633283784047,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.11793003951604693,0.0,2.4999999999552207,45.49999999995522,0.01788578130622623,0.0,0.0
3,44,1.857670571856589,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.11766261491376934,0.0,2.4999999999552265,46.49999999995523,0.01810635265600854,0.0,0.0
3,45,1.854883266945291,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.11739326747317355,0.0,2.4999999999552323,47.499999999955236,0.018327764542552534,0.0,0.0
3,46,1.8522975469938785,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.11720893194738125,0.0,2.4999999999552363,48.499999999955236,0.018548955018534277,0.0,0.0
3,47,1.8499257756815648,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.1172115211732421,0.0,2.4999999999552363,49.499999999955236,0.018768512173235316,0.0,0.0
3,48,1.8477702656972068,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.11721380277665555,0.0,2.4999999999552363,50.499999999955236,0.018989084700260332,0.0,0.0
3,49,1.8458262701395955,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.11721580057653432,0.0,2.4999999999552363,51.499999999955236,0.01921066283626288,0.0,0.0
3,50,1.8440843008250007,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.11721754079149295,0.0,2.4999999999552363,52.499999999955236,0.019433208823482866,0.0,0.0
3,51,1.8425318866205944,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.11721905006420077,0.0,2.4999999999552363,53.499999999955236,0.01965666692022437,0.0,0.0
3,52,1.84115488005467,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.11722035423976325,0.0,2.4999999999552363,54.499999999955236,0.019880970884858955,0.0,0.0
3,53,1.839938407515246,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.11722147764566834,0.0,2.499999999955236,55.499999999955236,0.020106049435776385,0.0,0.0
3,54,1.8388675430888004,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.11722244270480524,0.0,2.499999999955236,56.499999999955236,0.020331830129933996,0.0,0.0
3,55,1.837927771290028,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.11722326976800178,0.0,2.499999999955236,57.499999999955236,0.02055824203009651,0.0,0.0
3,56,1.83710529077982,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.1172239770889702,0.0,2.499999999955236,58.499999999955236,0.020785217460146253,0.0,0.0
3,57,1.8363872000303347,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.11722458088906434,0.0,2.499999999955236,59.499999999955236,0.02101269308518323,0.0,0.0
3,58,1.8357615967428729,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.11722509547595655,0.0,2.499999999955236,60.499999999955236,0.021240610500419994,0.0,0.0
3,59,1.835217615452538,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.11722553339184345,0.0,2.499999999955236,61.499999999955236,0.021468916469927116,0.0,0.0
3,60,1.834745421901859,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.11722590557477305,0.0,2.499999999955236,62.499999999955236,0.021697562922040586,0.0,0.0
3,61,1.8343361781715444,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.11722622152225022,0.0,2.499999999955236,63.499999999955236,0.021926506781359125,0.0,0.0
3,62,1.8339819889824711,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.11722648945016163,0.0,2.499999999955236,64.49999999995524,0.022155709696408864,0.0,0.0
3,63,1.8336758368245507,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.11722671644276474,0.0,2.499999999955236,65.49999999995524,0.022385137706041752,0.0,0.0
3,64,1.833411511454924,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.1172269085913552,0.0,2.499999999955236,66.49999999995524,0.022614760875450005,0.0,0.0
3,65,1.8331835377012835,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.11722707112050428,0.0,2.499999999955236,67.49999999995524,0.02284455292348701,0.0,0.0
3,66,1.832987104294236,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.11722720850161392,0.0,2.499999999955236,68.49999999995524,0.02307449085611289,0.0,0.0
3,67,1.8328179955466484,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.11722732455409565,0.0,2.499999999955236,69.49999999995524,0.023304554615695517,0.0,0.0
3,68,1.83267252702766,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.117227422534826,0.0,2.499999999955236,70.49999999995524,0.023534726752174228,0.0,0.0
3,69,1.832547485889285,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.11722750521673075,0.0,2.499999999955236,71.49999999995524,0.02376499211940611,0.0,0.0
3,70,1.8324400761513329,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.11722757495744816,0.0,2.499999999955236,72.49999999995524,0.023995337598107958,0.0,0.0
3,71,1.8323478690021195,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.11722763375904888,0.0,2.499999999955236,73.49999999995524,0.024225751845485418,0.0,0.0
3,72,1.832268758002372,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.11722768331977315,0.0,2.499999999955236,74.49999999995524,0.024456225070753214,0.0,0.0
3,73,1.8322009189677413,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.1172277250786998,0.0,2.499999999955236,75.49999999995524,0.024686748835182275,0.0,0.0
3,74,1.832142774236204,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.11722776025419754,0.0,2.499999999955236,76.49999999995524,0.02491731587497293,0.0,0.0
3,75,1.83209296098866,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.11722778987693785,0.0,2.499999999955236,77.49999999995524,0.02514791994508322,0.0,0.0
3,76,1.8320503032752624,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.11722781481817302,0.0,2.499999999955236,78.49999999995524,0.025378555682087613,0.0,0.0
3,77,1.8320137873998965,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.11722783581390868,0.0,2.499999999955236,79.49999999995524,0.025609218484167105,0.0,0.0
3,78,1.831982540325597,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.11722992901425718,0.0,2.499999999955236,80.49999999995524,0.025839863508307942,0.0,0.0
3,79,1.8319558107809624,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.11723313877263002,0.0,2.499999999955236,81.49999999995524,0.02607050528943987,0.0,0.0
3,80,1.831932952768988,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.11723526700945998,0.0,2.4999999999552354,82.49999999995524,0.026301184439558072,0.0,0.0
3,81,1.831913411203257,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.11723655021276556,0.0,2.4999999999552354,83.49999999995524,0.026531894276826208,0.0,0.0
3,82,1.8318967094206968,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.11723719480242566,0.0,2.4999999999552354,84.49999999995524,0.026762628924763245,0.0,0.0
3,83,1.831882438344131,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.11723737174211,0.0,2.4999999999552354,85.49999999995524,0.02699338339858755,0.0,0.0
3,84,1.8318702470910064,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.11723721771408019,0.0,2.4999999999552354,86.49999999995524,0.027224153568053064,0.0,0.0
3,85,1.831859834846536,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.1172368391378067,0.0,2.4999999999552354,87.49999999995524,0.027454936065633165,0.0,0.0
3,86,1.831850943839792,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.11723631706266985,0.0,2.4999999999552354,88.49999999995524,0.02768572817731938,0.0,0.0
3,87,1.831843353279943,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.11723571196448111,0.0,2.4999999999552354,89.49999999995524,0.027916527734897476,0.0,0.0
3,88,1.831836874126796,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.11723506802232837,0.0,2.4999999999552354,90.49999999995524,0.028147333018283035,0.0,0.0
3,89,1.831831344585083,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.11723441673814441,0.0,2.4999999999552354,91.49999999995524,0.028378142670987986,0.0,0.0
3,90,1.8318266262256888,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.11723377990197971,0.0,2.499999999955236,92.49999999995524,0.02860895562898758,0.0,0.0
3,91,1.831822600649201,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.11723317196808195,0.0,2.499999999955236,93.49999999995524,0.028839771061949772,0.0,0.0
3,92,1.8318191666180448,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.11723260192817307,0.0,2.499999999955236,94.49999999995524,0.02907058832528055,0.0,0.0
3,93,1.8318162375930225,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.11723207476946604,0.0,2.499999999955236,95.49999999995524,0.029301406921339847,0.0,0.0
3,94,1.831813739618532,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.11723159259707759,0.0,2.499999999955236,96.49999999995524,0.029532226468279386,0.0,0.0
3,95,1.8318116095081416,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.11723115548935147,0.0,2.499999999955236,97.49999999995524,0.029763046675131254,0.0,0.0
3,96,1.831809793288664,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.11723076214307557,0.0,2.499999999955236,98.49999999995524,0.029993867321975263,0.0,0.0
3,97,1.831808244866549,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.11723041035496237,0.0,2.499999999955236,99.49999999995524,0.030224688244205343,0.0,0.0
3,98,1.8318069248853424,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.11723009737656137,0.0,2.499999999955236,100.49999999995524,0.03045550932008764,0.0,0.0
3,99,1.831805799747236,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.11722982017206753,0.0,2.499999999955236,101.49999999995524,0.03068633046095165,0.0,0.0
3,100,1.8318048407754643,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.11722957560218636,0.0,2.499999999955236,102.49999999995524,0.030917151603480544,0.0,0.0
3,101,1.8318040234975328,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.11722936055213243,0.0,2.499999999955236,103.49999999995524,0.031147972703670687,0.0,0.0
3,102,1.8318033270320464,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.11722917201778359,0.0,2.499999999955236,104.49999999995524,0.03137879373211507,0.0,0.0
3,103,1.8318027335643248,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.11722900716080732,0.0,2.499999999955236,105.49999999995524,0.031609614670333956,0.0,0.0
3,104,1.831802227898081,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.117228863341055,0.0,2.499999999955236,106.49999999995524,0.03184043550793233,0.0,0.0
3,105,1.831801797072233,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.1172287381325486,0.0,2.499999999955236,107.49999999995524,0.03207125624040827,0.0,0.0
3,106,1.831801430033458,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.11722862932785194,0.0,2.499999999955236,108.49999999995524,0.03230207686747238,0.0,0.0
3,107,1.831801117356464,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.11722853493443064,0.0,2.499999999955236,109.49999999995524,0.032532897391767526,0.0,0.0
3,108,1.8318008510050563,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.11722845316568815,0.0,2.499999999955236,110.49999999995524,0.032763717817900925,0.0,0.0
3,109,1.831800624128111,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.11722838242866254,0.0,2.499999999955236,111.49999999995524,0.032994538151719335,0.0,0.0
3,110,1.8318004308853724,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.117228321309831,0.0,2.499999999955236,112.49999999995524,0.03322535839977234,0.0,0.0
3,111,1.8318002662987527,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.11722826856006045,0.0,2.499999999955236,113.49999999995524,0.033456178568920886,0.0,0.0
3,112,1.83180012612542,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.11722822307943428,0.0,2.499999999955236,114.49999999995524,0.03368699866605712,0.0,0.0
3,113,1.8318000067494915,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.11722818390245389,0.0,2.499999999955236,115.49999999995524,0.033917818697909004,0.0,0.0
3,114,1.8317999050896303,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.11722815018394193,0.0,2.499999999955236,116.49999999995524,0.03414863867090913,0.0,0.0
3,115,1.8317998185202145,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.1172281211858474,0.0,2.499999999955236,117.49999999995524,0.034379458591111585,0.0,0.0
3,116,1.8317997448040908,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.11722809626506116,0.0,2.499999999955236,118.49999999995524,0.034610278464144426,0.0,0.0
3,117,1.8317996820352265,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.11722807486228533,0.0,2.499999999955236,119.49999999995524,0.034841098295188194,0.0,0.0
3,118,1.8317996285898008,1.0,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.11722805656802265,0.0,2.499999999955236,120.49999999995524,0.03507191808693853,0.0,0.0
3,119,1.831799583084502,0.9999999999994538,traj_flux@3,traj_flux@2,0.041666666666666664,0.041666666666666664,0.0,0.0,0.11722804086075568,0.0,2.499999999955236,121.49999999995524,0.035302737846353904,0.0,0.0
5,0,2.6565837949990816e-07,3.204553629451019e-07,traj_flux@0,flux_res@0,0.34102372791922175,0.3333256156082433,0.4405174041692381,0.0,0.2002946923900292,0.0,0.0,0.0,0.8378527409664548,0.0,0.0
5,1,7.779662268663345e-07,9.38436235509631e-07,traj_flux@0,flux_res@0,0.3354511177610154,0.33316054463930606,0.43674455817524427,0.5318029901372354,0.20008243279771137,0.1625358025836714,0.0,1.0,0.8388061483930545,0.3197254362529302,0.16264494985211156
5,2,1.783661890835517e-06,2.1515753415157754e-06,traj_flux@0,flux_res@0,0.44040447393422777,0.43866329082962574,0.6073925189279561,0.8057656065142726,0.20004999829841374,0.34243529395954714,0.0,2.0,0.8395048587568709,0.6741682217846645,0.3429523468329881
5,3,3.8107765345763214e-06,4.596820095752918e-06,traj_flux@0,flux_res@0,0.4780730223772658,0.4762823073395541,0.6895867394894153,0.0,0.20004824739621804,0.0,0.0,3.0,0.8404381437516554,0.0,0.0
