radius_bin,onset_target,baseline_first_persist,lag_tensor_first_persist,target_final_n,baseline_final_n,lag_tensor_final_n,lag_tensor_minus_target,post_onset_centroid_baseline,post_onset_centroid_lag_tensor
2,4,4,4,2.1869844097664024,2.1869844097664024,2.1869844097664024,0.0,11.692398473343264,11.692398473343264
3,5,5,5,1.831799583084502,1.831799583084502,1.8317995830845017,-2.220446049250313e-16,13.118305244621798,13.085831280976512
5,18,18,18,0.8290027573827758,0.8290027573827758,0.8290027573827761,2.220446049250313e-16,26.22819010702453,26.203359719305194
6,31,31,31,0.6721458801801243,0.6721458801801243,0.6721458801801244,1.1102230246251565e-16,38.506650399355586,38.48520887497889
