radius_bin,step,n_baseline,projected_visibility,winner_name,winner_prob,winner_prob_margin,entropy_rejection,winner_lock_stability,collapse_score_raw,collapse_score_rel,winner_changed_here
3,38,1.8755739508509588,1.0,pair_upstream@3,0.7425704887679464,0.4867524991801147,0.8069008666947949,1.0,0.2916527377297476,0.2924620240467785,0
3,39,1.8729575539427628,1.0,pair_upstream@3,0.8805179543203534,0.7629339225499758,0.8754885822818621,1.0,0.5881331080173979,0.5897650765036749,0
3,40,1.8700039318087456,1.0,pair_upstream@3,0.9533049860124229,0.9082636700902866,0.9354201286016345,1.0,0.8099356560756464,0.8121830885847314,0
3,41,1.86688293606176,1.0,pair_upstream@3,0.9995290306439889,0.9991921034481748,0.9985094296468947,1.0,0.9972328499060311,0.9999999999989972,0
3,42,1.86372683071838,1.0,pair_upstream@3,0.999929198602922,0.9999925467204315,0.9996809389892656,0.6666666666666666,0.6664018065387797,0.6682509572372253,0
3,43,1.860633283784047,1.0,pair_upstream@0,0.05,0.0,0.0,0.6666666666666666,0.0,0.0,1
3,44,1.857670571856589,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,45,1.854883266945291,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,46,1.8522975469938785,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,47,1.8499257756815648,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,48,1.8477702656972068,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,49,1.8458262701395955,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,50,1.8440843008250007,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,51,1.8425318866205944,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,52,1.84115488005467,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,53,1.839938407515246,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,54,1.8388675430888004,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,55,1.837927771290028,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,56,1.83710529077982,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,57,1.8363872000303347,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,58,1.8357615967428729,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,59,1.835217615452538,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,60,1.834745421901859,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,61,1.8343361781715444,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,62,1.8339819889824711,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,63,1.8336758368245507,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,64,1.833411511454924,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,65,1.8331835377012835,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,66,1.832987104294236,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,67,1.8328179955466484,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,68,1.83267252702766,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,69,1.832547485889285,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,70,1.8324400761513329,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,71,1.8323478690021195,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,72,1.832268758002372,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,73,1.8322009189677413,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,74,1.832142774236204,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,75,1.83209296098866,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,76,1.8320503032752624,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,77,1.8320137873998965,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,78,1.831982540325597,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,79,1.8319558107809624,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,80,1.831932952768988,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,81,1.831913411203257,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,82,1.8318967094206968,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,83,1.831882438344131,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,84,1.8318702470910064,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,85,1.831859834846536,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,86,1.831850943839792,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,87,1.831843353279943,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,88,1.831836874126796,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,89,1.831831344585083,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,90,1.8318266262256888,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,91,1.831822600649201,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,92,1.8318191666180448,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,93,1.8318162375930225,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,94,1.831813739618532,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,95,1.8318116095081416,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,96,1.831809793288664,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,97,1.831808244866549,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,98,1.8318069248853424,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,99,1.831805799747236,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,100,1.8318048407754643,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,101,1.8318040234975328,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,102,1.8318033270320464,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,103,1.8318027335643248,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,104,1.831802227898081,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,105,1.831801797072233,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,106,1.831801430033458,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,107,1.831801117356464,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,108,1.8318008510050563,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,109,1.831800624128111,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,110,1.8318004308853724,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,111,1.8318002662987527,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,112,1.83180012612542,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,113,1.8318000067494915,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,114,1.8317999050896303,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,115,1.8317998185202145,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,116,1.8317997448040908,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,117,1.8317996820352265,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,118,1.8317996285898008,1.0,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
3,119,1.831799583084502,0.9999999999994538,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
5,0,2.6565837949990816e-07,3.204553629451019e-07,pair_upstream@0,0.9999291986029224,0.9999925467204315,0.9996809389892675,1.0,0.17566921461684146,0.6304126354255861,0
5,1,7.779662268663345e-07,9.38436235509631e-07,pair_upstream@0,0.9999291986029224,0.9999925467204315,0.9996809389892675,1.0,0.17566932317702122,0.6304130250084119,0
5,2,1.783661890835517e-06,2.1515753415157754e-06,pair_upstream@0,0.9999291986029223,0.9999925467204315,0.999680938989267,0.6666666666666666,0.11711302419209788,0.42027585985759164,0
5,3,3.8107765345763214e-06,4.596820095752918e-06,pair_upstream@1,0.9989346611440417,0.9980032050741175,0.9970623751613986,0.3333333333333333,0.05822911427946674,0.2089630187707176,1
5,4,8.062080460346507e-06,9.725034553310025e-06,pair_upstream@2,0.9988692537658082,0.9979557094781805,0.9968578104000144,0.6666666666666666,0.11642176754278913,0.41779519227450557,1
5,5,1.739673754608143e-05,2.0985138337758075e-05,pair_upstream@2,0.997899938113033,0.9979972605024133,0.994298748532601,1.0,0.17402452097234813,0.6245104307783221,0
5,6,3.853785495495281e-05,4.648700455059189e-05,pair_upstream@2,0.9979041663541117,0.9979600737489016,0.9943100020687932,0.6666666666666666,0.11601678748906075,0.41634186680981017,0
5,7,8.652369940975742e-05,0.00010437082221875218,pair_upstream@3,0.9988834443208933,0.9979960281807007,0.9968798019445373,0.6666666666666666,0.1164417132320151,0.41786677006653794,1
5,8,0.0001933300572812,0.00023320797857334557,pair_upstream@3,0.9989278464659922,0.9980792713372524,0.9969856748247011,1.0,0.17472596144429162,0.6270276443804694,0
5,9,0.0004247524418633,0.0005123655356753735,pair_upstream@3,0.9990017099332257,0.9982111658660513,0.9971677186455555,1.0,0.17484266679896612,0.6274464572633591,0
5,10,0.0009135613775854,0.0011020004088629091,pair_upstream@3,0.9991927517771335,0.9985468399466584,0.9976500138462445,1.0,0.1751226636831343,0.6284512637916083,0
5,11,0.0019233490599887,0.0023200755882387385,pair_upstream@3,0.9997801329510025,0.9996943754212311,0.9991986116025977,1.0,0.17591306586844088,0.631287728483342,0
5,12,0.0039665184187431,0.004784686641164998,pair_upstream@3,0.9999291986029215,0.9999925467204315,0.9996809389892639,0.6666666666666666,0.11767312013187214,0.4222858395700553,0
5,13,0.0080057193772012,0.009657047948147004,pair_upstream@0,0.05,0.0,0.0,0.6666666666666666,0.0,0.0,1
5,14,0.0157434557689083,0.01899083643411825,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
5,15,0.0298754619767642,0.0360378318535963,pair_upstream@0,0.05,0.0,0.0,1.0,0.0,0.0,0
5,16,0.0538736619047484,0.06498610701219694,pair_upstream@0,0.05,0.0,0.0,0.6666666666666666,0.0,0.0,0
5,17,0.0906675259317266,0.1093693900583171,curv_def@3,0.9989748928113352,0.9981712617643858,0.9970961730827237,0.3333333333333333,0.06461296998939253,0.23187234475050808,1
5,18,0.1405207436175387,0.16950576142955634,curv_def@2,0.9978754079092146,0.9979593507735599,0.9942416514328472,0.3333333333333333,0.06783132978683594,0.24342186232579496,1
5,19,0.2001616887247881,0.2414487611072274,curv_def@0,0.999000333477019,0.9982203272756031,0.9971566808348422,0.6666666666666666,0.14463089775619686,0.5190274551936853,1
5,20,0.2643941136720493,0.3189303187681094,curv_def@0,0.9992366243748164,0.9986684737754907,0.9977351390990689,0.6666666666666666,0.1538521748881224,0.5521192500844763,0
5,21,0.3284147763169597,0.3961564342118641,def_slope@0,0.9999291986029222,0.9999925467204315,0.9996809389892666,0.6666666666666666,0.16350775045656304,0.5867695834051332,1
5,22,0.3889525178426211,0.46918121125447676,def_slope@0,0.999495336971603,0.9991247070662507,0.99842200622731,1.0,0.2574293600618812,0.9238199286454498,0
5,23,0.444252946656183,0.535888382395961,def_slope@0,0.9990050204979324,0.9981960440637699,0.99718954621961,1.0,0.26840399967672246,0.963203900945482,0
5,24,0.4936407114222289,0.5954632925228069,def_slope@0,0.9988965061317077,0.9980169252220563,0.9969134090488132,1.0,0.27865750897841424,0.9999999999964114,0
5,25,0.5370938116378632,0.6478794031190691,def_slope@0,0.9716433704162146,0.9458302419838174,0.9547635059020315,1.0,0.2541027818355178,0.9118820546633453,0
5,26,0.5749462085136756,0.6935395611084945,def_slope@0,0.5853927094714945,0.17218786632268243,0.7703510501000714,0.6666666666666666,0.015406738654051838,0.055289156608336755,0
5,27,0.6077101030065305,0.7330616184249905,curv_def@3,0.8459681564066561,0.6942852262570819,0.8534492932080503,0.6666666666666666,0.10177954467858141,0.36524960354145836,1
5,28,0.6359875222558032,0.7671717815063687,curv_def@3,0.8885966353762899,0.780285729892781,0.8796035112552388,0.6666666666666666,0.12627020570374,0.45313763898272774,0
5,29,0.6604444475925098,0.7966734027239981,curv_def@0,0.893554548814374,0.7902085798831242,0.883121068904588,0.3333333333333333,0.06562949107827572,0.23552026758096115,1
5,30,0.6818063414644628,0.8224415846530527,def_slope@3,0.5167587437079919,0.0346796389236889,0.7657626698051648,0.3333333333333333,0.0014650655269293385,0.005257584955435635,1
5,31,0.7007954609483807,0.8453475633301866,curv_def@3,0.8130710435940404,0.6283766799121826,0.8359926470749282,0.6666666666666666,0.09234343465659979,0.33138685189144373,1
5,32,0.7179664195779251,0.8660603516491707,curv_def@3,0.9292273702977898,0.860973683522135,0.9119689634192067,1.0,0.23926860089142785,0.8586475985081162,0
5,33,0.7335738345337043,0.8848870863213619,curv_def@3,0.7196325662030941,0.4464255594623833,0.7909670602716157,1.0,0.08417278420116046,0.30206537232549047,0
5,34,0.747631972271176,0.9018449765240885,curv_def@3,0.5059651877241617,0.1710806043606863,0.6363255044959131,1.0,0.01840958305272807,0.06606526814997142,0
5,35,0.7600863686507975,0.9168683238757016,curv_def@3,0.44869564263909334,0.28709395629893186,0.5696635583460712,1.0,0.024720355782330193,0.08871232601220305,0
5,36,0.7709326956432885,0.9299519076103572,curv_def@3,0.44339633193228656,0.3620147358388927,0.5640848991045764,0.6666666666666666,0.020473219472483716,0.07347090536862645,0
5,37,0.7802446990014954,0.9411846849144936,def_slope@0,0.2854399706983649,0.03601501049011733,0.5368854862267324,0.6666666666666666,0.001255231098349256,0.004504565848401329,1
5,38,0.7881542098201568,0.9507256794989059,def_slope@0,0.27012849104899045,0.04483641537526396,0.5346325139532005,1.0,0.002219836256261972,0.007966181368634721,0
5,39,0.7948218249212539,0.9587686142680725,def_slope@0,0.26908732175930955,0.019695939498053688,0.53524749934031,1.0,0.000976508025588888,0.0035043305639433794,0
5,40,0.8004139791274028,0.9655142543233565,def_slope@0,0.27545578548850824,0.007286551976153986,0.5377619587777133,1.0,0.0003728278411244982,0.0013379429195717126,0
5,41,0.805088913764513,0.971153481208275,def_slope@0,0.2892686618673737,0.0027744171819487984,0.5457178732413183,1.0,0.00015171547004741328,0.0005444513969965233,0
5,42,0.8089896202109639,0.9758587809334063,def_slope@0,0.32465543981216016,0.001037892330982566,0.5918422174848148,0.6666666666666666,4.616508784337319e-05,0.0001656696351462168,0
5,43,0.8122412742411285,0.9797811491055296,curv_def@3,0.4684544266545012,0.013148245857154283,0.6942315690829934,0.6666666666666666,0.0009918215572689076,0.003559285234772476,1
5,44,0.814951235676437,0.9830500905067149,curv_def@3,0.49861666729012727,0.011108845165556568,0.7455723760652531,1.0,0.0014392203595955738,0.005164836091683773,0
5,45,0.8172103533087189,0.9857751931823819,curv_def@3,0.845841471453493,0.7311197260898548,0.8320986349488949,1.0,0.1795768969017463,0.6444358795836811,0
5,46,0.8190948221640548,0.9880483688003775,curv_def@3,0.7600397610132344,0.7273096606490337,0.7569850992570826,1.0,0.1461968589660199,0.5246471178956106,0
5,47,0.8206681731966281,0.9899462527562024,curv_def@3,0.4654774622096795,0.006146139969386874,0.69453705289497,1.0,0.0006948738470618182,0.002493648384379808,0
5,48,0.8219831783397608,0.9915325021762679,curv_def@3,0.46495029564331286,0.004914812094794706,0.6945885661767084,0.6666666666666666,0.00037034399896077085,0.001329029317448359,0
5,49,0.82308357138212,0.9928598717568371,def_slope@0,0.3338512993285076,2.7294639516846993e-05,0.6303163230964988,0.6666666666666666,1.3410426392443507e-06,4.812512119827426e-06,1
5,50,0.8240055503161942,0.9939720259998264,def_slope@0,0.33368384777374144,4.8266721140528635e-05,0.6303162529521762,1.0,3.5573667762939143e-06,1.2766089775663336e-05,0
5,51,0.8247790610902881,0.994905087762534,def_slope@0,0.33354859391878816,6.611533556931992e-05,0.6303163256131308,1.0,4.873154832052645e-06,1.74879724214166e-05,0
5,52,0.825428879289648,0.995688943055622,def_slope@0,0.3334387655584916,8.035710685310239e-05,0.630316469910378,1.0,5.923248917275747e-06,2.125637647077842e-05,0
5,53,0.8259755130334278,0.9963483301793813,def_slope@0,0.33334925393303166,9.09812846165625e-05,0.6303166436814153,1.0,6.706790547311885e-06,2.4068221135958507e-05,0
5,54,0.8264359518722183,0.9969037430953088,def_slope@0,0.33327613061041883,9.820261008762016e-05,0.6303168224357205,1.0,7.2395465696849275e-06,2.5980087872743267e-05,0
5,55,0.8268242853147362,0.9973721775354347,def_slope@0,0.3332163256234573,0.0001023447044334984,0.6303169925154408,1.0,7.5453215841329155e-06,2.707740269324781e-05,0
5,56,0.827152212261503,0.9977677455161755,def_slope@0,0.3331674072233558,0.00010378282495375265,0.6303171469057133,1.0,7.651740120224e-06,2.7459299942242975e-05,0
5,57,0.8274294598724127,0.9981021806051306,def_slope@0,0.33312742745520907,0.00010291327256768868,0.6303172826337218,1.0,7.587990602506291e-06,2.72305262122574e-05,0
5,58,0.8276641276581251,0.9983852529877281,def_slope@0,0.33309481140196023,0.00010013464767412456,0.630317399137462,1.0,7.383441685894521e-06,2.6496474876763402e-05,0
5,59,0.8278629700618466,0.9986251103367542,def_slope@0,0.33306827604133615,9.583456195416815e-05,0.6303174972368898,1.0,7.066660536937229e-06,2.5359663060288382e-05,0
5,60,0.8280316285691671,0.998828557799164,def_slope@0,0.3330467696137807,9.037931254306597e-05,0.6303175784854254,1.0,6.664649579921661e-06,2.3916992599018786e-05,0
5,61,0.8281748224665448,0.9990012881020519,def_slope@0,0.3330294255017928,8.410574407634676e-05,0.6303176447649215,1.0,6.20224474614613e-06,2.22575905772714e-05,0
5,62,0.8282965057487928,0.9991480708252263,def_slope@0,0.33301552659667844,7.731517924409265e-05,0.6303176980379608,1.0,5.701666472211291e-06,2.046119802439094e-05,0
5,63,0.8283999963229565,0.9992729082557921,def_slope@0,0.3330044774039478,7.026945172990851e-05,0.6303177402022113,1.0,5.1822259534210445e-06,1.8597115765518023e-05,0
5,64,0.8284880825356953,0.9993791638887851,def_slope@0,0.3329957819712714,5.523540148703247e-05,0.6303177730107563,1.0,4.073606342058781e-06,1.4618684983506827e-05,0
5,65,0.8285631111292635,0.9994696685257118,def_slope@0,0.3329890262734506,3.172328766775698e-05,0.6303177980345441,1.0,2.3396484016279726e-06,8.39614338833702e-06,0
5,66,0.8286270599756173,0.9995468080114182,def_slope@0,0.3329838640555103,1.510935304484967e-05,0.6303178166510853,1.0,1.1143671768901092e-06,3.999056694978326e-06,0
5,67,0.8286815983208862,0.9996125959051051,def_slope@0,0.33298000538687467,3.98385313085348e-06,0.6303178300488436,0.6666666666666666,1.9588616691926877e-07,7.029638915409233e-07,0
5,68,0.828728136769216,0.9996687337742681,pair_tail@0,0.3329790830444276,2.8182865490019312e-06,0.6303178307953576,0.6666666666666666,1.38578733070327e-07,4.97308447125193e-07,1
5,69,0.8287678688252906,0.9997166613061379,pair_tail@0,0.3329794302745791,6.256267150412431e-06,0.6303178263326895,0.6666666666666666,3.0763630242515945e-07,1.1039943030851039e-06,0
5,70,0.828801805481577,0.9997575980291875,def_slope@0,0.4628558434710624,2.7426885973217894e-05,0.6947966109305859,0.6666666666666666,2.066493937529525e-06,7.415891806031278e-06,1
5,71,0.8288308040653127,0.9997925781103482,def_slope@0,0.49322217981262695,2.3152787047832022e-05,0.7457414265201743,1.0,2.9928654492225533e-06,1.0740300737575497e-05,0
5,72,0.8288555923398615,0.9998224794277177,def_slope@0,0.49322035416554744,1.9381170998054942e-05,0.7457415150449456,1.0,2.5053526562492453e-06,8.990795422757934e-06,0
5,73,0.8288767886757473,0.9998480479022458,def_slope@0,0.4628511884347167,1.608651748193903e-05,0.6947973544303578,0.6666666666666666,1.2120915110862614e-06,4.349753629556074e-06,0
5,74,0.828894918960701,0.9998699178957918,pair_tail@3,0.3329728555728125,9.309432673177054e-07,0.6303178493314554,0.6666666666666666,4.577941473143107e-08,1.6428559524234108e-07,1
